Link,Summary Percent,OG TS Length,Summ. TS Length,Length Ratio,Sentence Length
https://www.rev.com/blog/transcripts/katie-hobbs-defeats-kari-lake-to-win-arizona-governors-race-transcript,50,2230,1476,0.6618834080717488,11
https://www.rev.com/blog/transcripts/katie-hobbs-defeats-kari-lake-to-win-arizona-governors-race-transcript,40,2230,1293,0.5798206278026906,8
https://www.rev.com/blog/transcripts/katie-hobbs-defeats-kari-lake-to-win-arizona-governors-race-transcript,30,2230,1091,0.489237668161435,6
https://www.rev.com/blog/transcripts/katie-hobbs-defeats-kari-lake-to-win-arizona-governors-race-transcript,20,2230,564,0.25291479820627805,4
https://www.rev.com/blog/transcripts/katie-hobbs-defeats-kari-lake-to-win-arizona-governors-race-transcript,10,2230,312,0.13991031390134528,2
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,100,8879,8879,1.0,46
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,90,8879,8880,1.0001126252956414,46
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,80,8879,8696,0.9793895708976236,41
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,70,8879,8250,0.9291586890415587,36
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,60,8879,7116,0.8014416037842099,31
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,50,8879,6552,0.7379209370424598,26
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,40,8879,5635,0.634643540939295,20
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,30,8879,3676,0.4140105867777903,15
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,20,8879,2631,0.2963171528325262,10
https://www.rev.com/blog/transcripts/democratic-and-republican-strategists-on-what-worked-and-what-didnt-in-midterm-campaigns-transcript,10,8879,1777,0.20013515035476967,5
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,100,5609,5609,1.0,53
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,90,5609,5308,0.9463362453200214,46
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,80,5609,4845,0.8637903369584596,41
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,70,5609,4650,0.8290247816009984,36
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,60,5609,4275,0.7621679443751115,31
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,50,5609,3928,0.7003030843287573,26
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,40,5609,3138,0.5594580139062222,20
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,30,5609,2527,0.45052594045284367,15
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,20,5609,1642,0.2927438045997504,10
https://www.rev.com/blog/transcripts/senate-majority-leader-chuck-schumer-reelected-in-new-york-transcript,10,5609,926,0.16509181672312356,5
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,100,11520,11520,1.0,97
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,90,11520,11295,0.98046875,89
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,80,11520,10892,0.9454861111111111,79
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,70,11520,9912,0.8604166666666667,69
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,60,11520,8932,0.7753472222222222,59
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,50,11520,7927,0.6881076388888889,49
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,40,11520,6468,0.5614583333333333,39
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,30,11520,4943,0.4290798611111111,29
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,20,11520,3486,0.3026041666666667,19
https://www.rev.com/blog/transcripts/georgia-gov-brian-kemp-delivers-2022-victory-speech-transcript,10,11520,1698,0.14739583333333334,9
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,100,8298,8298,1.0,74
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,90,8298,8224,0.9910821884791516,71
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,80,8298,7646,0.9214268498433358,63
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,70,8298,7003,0.843938298385153,55
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,60,8298,6079,0.732586165341046,47
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,50,8298,5557,0.6696794408291155,39
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,40,8298,4742,0.5714630031332851,31
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,30,8298,3752,0.45215714630031334,23
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,20,8298,2744,0.3306820920703784,15
https://www.rev.com/blog/transcripts/gov-greg-abbott-gives-victory-speech-after-beating-beto-orourke-transcript,10,8298,1586,0.1911303928657508,7
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,100,5779,5779,1.0,58
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,90,5779,5609,0.9705831458729884,53
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,80,5779,5322,0.9209205744938571,47
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,70,5779,4957,0.8577608582799793,41
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,60,5779,4581,0.7926976985637654,35
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,50,5779,4052,0.701159370133241,29
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,40,5779,3518,0.6087558401107458,23
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,30,5779,2726,0.47170790794255063,17
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,20,5779,1856,0.32116283093960896,11
https://www.rev.com/blog/transcripts/newsom-speaks-after-winning-reelection-for-californias-governor-transcript,10,5779,1189,0.20574493857068696,5
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,100,8239,8239,1.0,113
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,90,8239,7975,0.9679572763684913,104
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,80,8239,7628,0.9258405146255614,92
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,70,8239,7268,0.8821458914916859,81
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,60,8239,6487,0.787352834081806,69
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,50,8239,5923,0.7188979245054011,58
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,40,8239,5171,0.6276247117368613,46
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,30,8239,4167,0.5057652627746085,34
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,20,8239,3154,0.382813448234009,23
https://www.rev.com/blog/transcripts/j-d-vance-delivers-victory-speech-after-win-in-ohio-senate-race-transcript,10,8239,1729,0.20985556499575192,11
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,100,6389,6389,1.0,80
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,90,6389,6346,0.9932696822663953,78
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,80,6389,6130,0.9594615745813116,69
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,70,6389,5826,0.9118797933948974,60
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,60,6389,5336,0.8351854750352168,52
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,50,6389,4757,0.7445609641571451,43
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,40,6389,4014,0.6282673344811395,34
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,30,6389,3346,0.5237126310846768,26
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,20,6389,2569,0.4020973548286117,17
https://www.rev.com/blog/transcripts/new-york-gov-kathy-hochul-gives-victory-speech-after-projected-win-transcript,10,6389,1397,0.2186570668336203,8
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,100,16488,16488,1.0,164
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,90,16488,15943,0.9669456574478409,145
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,80,16488,14885,0.9027777777777778,129
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,70,16488,14262,0.8649927219796215,113
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,60,16488,12632,0.7661329451722465,97
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,50,16488,11778,0.7143377001455604,81
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,40,16488,9513,0.5769650655021834,64
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,30,16488,8162,0.495026686074721,48
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,20,16488,6213,0.37681950509461426,32
https://www.rev.com/blog/transcripts/marco-rubio-delivers-speech-after-defeating-val-demings-in-race-for-florida-u-s-senate-transcript,10,16488,3656,0.22173702086365843,16
